2026-05-19T08:14:31.749407,1,,no_buttons,,다운로드 버튼 없음
2026-05-19T09:03:48.128977,1,,no_buttons,,다운로드 버튼 없음
2026-05-19T09:08:58.481084,1,1,success,/workspaces/Nextrise/downloads/(주)276홀딩스%2F276Holdings..zip,
2026-05-19T09:09:08.815899,1,2,success,/workspaces/Nextrise/downloads/(주)로프%2FROPE.%2CINC.zip,
2026-05-19T09:09:18.947926,1,3,success,/workspaces/Nextrise/downloads/(주)링크업%2FLink-Up.lnc.zip,
2026-05-19T09:09:27.939887,1,4,success,/workspaces/Nextrise/downloads/(주)오티톤메디컬%2FOtitonMedicalCo.%2CLtd..zip,
2026-05-19T09:09:40.224427,1,5,success,/workspaces/Nextrise/downloads/(주)이너센서%2FINNERSENSOR.zip,
2026-05-19T09:09:49.794016,1,6,success,/workspaces/Nextrise/downloads/-Nstyle.zip,
2026-05-19T09:09:55.396561,1,7,success,/workspaces/Nextrise/downloads/㈜더원리빙THEWONLIVINGCO.%2CLTD..zip,
2026-05-19T09:10:04.720042,1,8,success,/workspaces/Nextrise/downloads/㈜메이킷에이아이랩스%2FMakitAILabs.zip,
2026-05-19T09:10:09.285024,1,9,success,/workspaces/Nextrise/downloads/㈜아이팩토리(IPACTORYInc.).zip,
2026-05-19T09:10:20.328369,1,10,success,/workspaces/Nextrise/downloads/㈜퀀텀게이트.zip,
2026-05-19T18:52:28.638821,12,6,930,success,C:\Users\cho12\Downloads\Nextrise_IR\930_(주)이노테코%2FInnotecoInc..zip,
2026-05-19T18:52:30.764185,12,7,929,success,C:\Users\cho12\Downloads\Nextrise_IR\929_(주)이노파마스크린%2FInnoPharmaScreenInc..zip,
2026-05-19T18:52:32.903486,12,8,928,success,C:\Users\cho12\Downloads\Nextrise_IR\928_(주)이와이엘%2FEYLInc..zip,
2026-05-19T18:52:36.456911,12,9,927,success,C:\Users\cho12\Downloads\Nextrise_IR\927_(주)이허브%2FE-HUBCo.%2CLtd.zip,
2026-05-19T18:52:38.197408,12,10,926,success,C:\Users\cho12\Downloads\Nextrise_IR\926_(주)익스클루시브.zip,
2026-05-19T18:52:47.891237,13,1,925,success,C:\Users\cho12\Downloads\Nextrise_IR\925_(주)인드림헬스케어%2FIndreamHealthcare.zip,
2026-05-19T18:52:49.701469,13,2,924,success,C:\Users\cho12\Downloads\Nextrise_IR\924_(주)인딥에이아이.zip,
2026-05-19T18:52:51.615653,13,3,923,success,C:\Users\cho12\Downloads\Nextrise_IR\923_(주)인포카%2FINFOCAR.zip,
2026-05-19T18:52:53.321904,13,4,922,success,C:\Users\cho12\Downloads\Nextrise_IR\922_(주)일만백만.zip,
2026-05-19T18:52:55.606849,13,5,921,success,C:\Users\cho12\Downloads\Nextrise_IR\921_(주)제이앤씨사이언스%2FJ%26CSciencesCo.%2CLtd..zip,
2026-05-19T18:52:57.381196,13,6,920,success,C:\Users\cho12\Downloads\Nextrise_IR\920_(주)제이앤에이치컴퍼니J%26HCOMPANYCO%2C.LTD..zip,
2026-05-19T18:53:00.112987,13,7,919,success,C:\Users\cho12\Downloads\Nextrise_IR\919_(주)제이치글로벌%2FJchiGlobal.zip,
2026-05-19T18:53:02.759840,13,8,918,success,C:\Users\cho12\Downloads\Nextrise_IR\918_(주)제트에이아이.zip,
2026-05-19T18:53:04.964985,13,9,917,success,C:\Users\cho12\Downloads\Nextrise_IR\917_(주)제핏%2FZefitInc..zip,
2026-05-19T18:53:06.774015,13,10,916,success,C:\Users\cho12\Downloads\Nextrise_IR\916_(주)조인앤조인.zip,
2026-05-19T18:53:16.169091,14,1,915,success,C:\Users\cho12\Downloads\Nextrise_IR\915_(주)지투비.zip,
2026-05-19T18:53:19.136617,14,2,914,success,C:\Users\cho12\Downloads\Nextrise_IR\914_(주)카찹하이케어코리아%2FCarchap-H2CareKoreaCorp..zip,
2026-05-19T18:53:21.656464,14,3,913,success,C:\Users\cho12\Downloads\Nextrise_IR\913_(주)칼라빈카엔터테인먼트.zip,
2026-05-19T18:53:23.355813,14,4,912,success,C:\Users\cho12\Downloads\Nextrise_IR\912_(주)커런트비앤씨.zip,
2026-05-19T18:53:26.018432,14,5,911,success,C:\Users\cho12\Downloads\Nextrise_IR\911_(주)케이에스랩%2FKSLABCOLTD.zip,
2026-05-19T18:53:29.719286,14,6,910,success,C:\Users\cho12\Downloads\Nextrise_IR\910_(주)코리안프렌즈KOREANFRIENDS.INC.zip,
2026-05-19T18:53:34.920253,14,7,909,success,C:\Users\cho12\Downloads\Nextrise_IR\909_(주)코씨플러스%2FCOCIPLUS.zip,
2026-05-19T18:53:38.677661,14,8,908,success,C:\Users\cho12\Downloads\Nextrise_IR\908_(주)코팅솔루션포유.zip,
2026-05-19T18:53:42.742381,14,9,907,success,C:\Users\cho12\Downloads\Nextrise_IR\907_(주)큐제네틱스%2FQgeneticsInc..zip,
2026-05-19T18:53:46.691894,14,10,906,success,C:\Users\cho12\Downloads\Nextrise_IR\906_(주)크리포터.zip,
2026-05-19T18:54:00.239661,15,1,905,success,C:\Users\cho12\Downloads\Nextrise_IR\905_(주)클라우드앤.zip,
2026-05-19T18:54:06.552687,15,2,904,success,C:\Users\cho12\Downloads\Nextrise_IR\904_(주)키나바%2FKinava.zip,
2026-05-19T18:54:08.831548,15,3,903,success,C:\Users\cho12\Downloads\Nextrise_IR\903_(주)키텍바이오%2FKYTECBIOCo.%2CLtd..zip,
2026-05-19T18:54:10.686954,15,4,902,success,C:\Users\cho12\Downloads\Nextrise_IR\902_(주)테바엔지니어링%2FTEVAHEngineeringco.%2Cltd.zip,
2026-05-19T18:54:12.970107,15,5,901,success,C:\Users\cho12\Downloads\Nextrise_IR\901_(주)텐일레븐%2FTenElevenInc..zip,
2026-05-19T18:54:17.472346,15,6,900,success,C:\Users\cho12\Downloads\Nextrise_IR\900_(주)토우환경산업TowooEnvironmentalIndustryCo.%2CLtd..zip,
2026-05-19T18:54:20.162268,15,7,899,success,C:\Users\cho12\Downloads\Nextrise_IR\899_(주)토코스%2FTOCOSCo.%2CLtd..zip,
2026-05-19T18:54:23.369961,15,8,898,success,C:\Users\cho12\Downloads\Nextrise_IR\898_(주)튜터러스랩스.zip,
2026-05-19T18:54:25.325285,15,9,897,success,C:\Users\cho12\Downloads\Nextrise_IR\897_(주)트랜스코스모스코리아.zip,
2026-05-19T18:54:29.287668,15,10,896,success,C:\Users\cho12\Downloads\Nextrise_IR\896_(주)파이퀀트PiQuant.Co.%2CLtd..zip,
2026-05-19T18:54:40.237979,16,1,895,success,C:\Users\cho12\Downloads\Nextrise_IR\895_(주)팡세%2FPenseesInc..zip,
2026-05-19T18:54:41.542466,16,2,894,success,C:\Users\cho12\Downloads\Nextrise_IR\894_(주)퍼니테크21%2CFunnyTech21.zip,
2026-05-19T18:54:46.278386,16,3,893,success,C:\Users\cho12\Downloads\Nextrise_IR\893_(주)평행공간%2FParallelSpaceCo.%2CLtd..zip,
2026-05-19T18:54:47.778640,16,4,892,success,C:\Users\cho12\Downloads\Nextrise_IR\892_(주)포맨코리아%2FFourmanKoreaCo.%2CLtd.zip,
2026-05-19T18:54:50.239013,16,5,891,success,C:\Users\cho12\Downloads\Nextrise_IR\891_(주)포솔이노텍.zip,
2026-05-19T18:54:56.395137,16,6,890,success,C:\Users\cho12\Downloads\Nextrise_IR\890_(주)포스리젠%2FPOSREGEN.zip,
2026-05-19T18:54:58.213385,16,7,889,success,C:\Users\cho12\Downloads\Nextrise_IR\889_(주)포티투마루.zip,
2026-05-19T18:55:00.559438,16,8,888,success,C:\Users\cho12\Downloads\Nextrise_IR\888_(주)포페런츠%2FForparents.Inc.zip,
2026-05-19T18:55:03.286234,16,9,887,success,C:\Users\cho12\Downloads\Nextrise_IR\887_(주)푸드로직.zip,
2026-05-19T18:55:08.773168,16,10,886,success,C:\Users\cho12\Downloads\Nextrise_IR\886_(주)프로보티브.zip,
2026-05-19T18:55:17.486287,17,1,885,success,C:\Users\cho12\Downloads\Nextrise_IR\885_(주)프리즈.zip,
2026-05-19T18:55:18.970301,17,2,884,success,C:\Users\cho12\Downloads\Nextrise_IR\884_(주)플렉스데이.zip,
2026-05-19T18:55:20.570508,17,3,883,success,C:\Users\cho12\Downloads\Nextrise_IR\883_(주)플필PLFILInc..zip,
2026-05-19T18:56:21.392421,17,4,882,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T18:57:21.503138,17,5,881,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T18:58:21.616209,17,6,880,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T18:59:21.722377,17,7,879,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T19:00:21.810455,17,8,878,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T19:01:21.903856,17,9,877,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T19:02:21.994591,17,10,876,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T19:03:28.320969,18,1,875,failed,,"timeout: Timeout 60000ms exceeded while waiting for event ""download""
=========================== logs ===========================
waiting for event ""download""
============================================================"
2026-05-19T19:08:16.352044,17,1,885,success,C:\Users\cho12\Downloads\Nextrise_IR\885_(주)프리즈_1779185296.zip,
2026-05-19T19:08:20.053232,17,2,884,success,C:\Users\cho12\Downloads\Nextrise_IR\884_(주)플렉스데이_1779185299.zip,
2026-05-19T19:08:23.771236,17,3,883,success,C:\Users\cho12\Downloads\Nextrise_IR\883_(주)플필PLFILInc._1779185303.zip,
2026-05-19T19:08:28.778313,17,4,882,success,C:\Users\cho12\Downloads\Nextrise_IR\882_(주)피디젠%2FPDXen.zip,
2026-05-19T19:08:33.669905,17,5,881,success,C:\Users\cho12\Downloads\Nextrise_IR\881_(주)피시스%2FPHYSIS.zip,
2026-05-19T19:08:39.822327,17,6,880,success,C:\Users\cho12\Downloads\Nextrise_IR\880_(주)피씨엔씨.zip,
2026-05-19T19:08:45.473605,17,7,879,success,C:\Users\cho12\Downloads\Nextrise_IR\879_(주)피처링%2FFeaturingCorp..zip,
2026-05-19T19:08:52.953355,17,8,878,success,C:\Users\cho12\Downloads\Nextrise_IR\878_(주)피코팩.zip,
2026-05-19T19:08:59.941113,17,9,877,success,C:\Users\cho12\Downloads\Nextrise_IR\877_(주)하당%2FHAADANG.zip,
2026-05-19T19:09:04.969259,17,10,876,success,C:\Users\cho12\Downloads\Nextrise_IR\876_(주)하이드로파.zip,
2026-05-19T19:09:18.217548,18,1,875,success,C:\Users\cho12\Downloads\Nextrise_IR\875_(주)한국형냉난방시스템-KOREANCooling%26HeatingCo%2CLtd..zip,
2026-05-19T19:09:22.744624,18,2,874,success,C:\Users\cho12\Downloads\Nextrise_IR\874_(주)헤세드릿지.zip,
2026-05-19T19:09:29.231898,18,3,873,success,C:\Users\cho12\Downloads\Nextrise_IR\873_(주)현성%2FHYUNSUNG.zip,
2026-05-19T19:09:33.772238,18,4,872,success,C:\Users\cho12\Downloads\Nextrise_IR\872_(주)후시파트너스%2FHooxiPartners.zip,
2026-05-19T19:09:37.585804,18,5,871,success,C:\Users\cho12\Downloads\Nextrise_IR\871_(주)휴로틱스%2FHuroticsInc.%2C.zip,
2026-05-19T19:09:42.802392,18,6,870,success,C:\Users\cho12\Downloads\Nextrise_IR\870_(주)히크.zip,
2026-05-19T19:09:47.276989,18,7,869,success,C:\Users\cho12\Downloads\Nextrise_IR\869_(주)히트에이아이%2FHeatAI.Inc.zip,
2026-05-19T19:09:51.527528,18,8,868,success,C:\Users\cho12\Downloads\Nextrise_IR\868_Addionics.zip,
2026-05-19T19:09:56.609840,18,9,867,success,C:\Users\cho12\Downloads\Nextrise_IR\867_AIMedTech(Thailand)Co.%2CLtd..zip,
2026-05-19T19:10:00.898263,18,10,866,success,C:\Users\cho12\Downloads\Nextrise_IR\866_北京氪星创服信息技术有限公司.zip,
2026-05-19T19:10:12.699740,19,1,865,success,C:\Users\cho12\Downloads\Nextrise_IR\865_AimagineCareTechnologyCo.%2CLtd.zip,
2026-05-19T19:10:18.989182,19,2,864,success,C:\Users\cho12\Downloads\Nextrise_IR\864_AllianceFoodExpertCo.%2CLtd..zip,
2026-05-19T19:10:26.240038,19,3,863,success,C:\Users\cho12\Downloads\Nextrise_IR\863_Almond%26Co.zip,
2026-05-19T19:10:30.224093,19,4,862,success,C:\Users\cho12\Downloads\Nextrise_IR\862_AmpriusTechnologies.zip,
2026-05-19T19:10:34.614055,19,5,861,success,C:\Users\cho12\Downloads\Nextrise_IR\861_Anaphite.zip,
2026-05-19T19:10:38.914275,19,6,860,success,C:\Users\cho12\Downloads\Nextrise_IR\860_Any-EdgeInc..zip,
2026-05-19T19:10:42.769826,19,7,859,success,C:\Users\cho12\Downloads\Nextrise_IR\859_AppliedBrainResearch.zip,
2026-05-19T19:10:47.028344,19,8,858,success,C:\Users\cho12\Downloads\Nextrise_IR\858_ARTWORKMUSEUM.zip,
2026-05-19T19:10:53.989348,19,9,857,success,C:\Users\cho12\Downloads\Nextrise_IR\857_Atlas.zip,
2026-05-19T19:10:58.528424,19,10,856,success,C:\Users\cho12\Downloads\Nextrise_IR\856_AudioIndex.zip,
2026-05-19T19:11:09.083892,20,1,855,success,C:\Users\cho12\Downloads\Nextrise_IR\855_AuroraPropulsionTechnologies(APT)%2CFinland.zip,
2026-05-19T19:11:13.242712,20,2,854,success,C:\Users\cho12\Downloads\Nextrise_IR\854_AuroraPropulsionTechnologiesOy.zip,
2026-05-19T19:11:16.860778,20,3,853,success,C:\Users\cho12\Downloads\Nextrise_IR\853_AvalonAircraft.zip,
2026-05-19T19:11:21.380054,20,4,852,success,C:\Users\cho12\Downloads\Nextrise_IR\852_AVITAInc.zip,
2026-05-19T19:11:24.996149,20,5,851,success,C:\Users\cho12\Downloads\Nextrise_IR\851_AwesomeartDigitalMarketing.zip,
2026-05-19T19:11:29.242074,20,6,850,success,C:\Users\cho12\Downloads\Nextrise_IR\850_BASQUEVOLT.zip,
2026-05-19T19:11:33.073227,20,7,849,success,C:\Users\cho12\Downloads\Nextrise_IR\849_BBalanceIO.zip,
2026-05-19T19:11:37.425348,20,8,848,success,C:\Users\cho12\Downloads\Nextrise_IR\848_BCS2PtyLtd.zip,
2026-05-19T19:11:43.781994,20,9,847,success,C:\Users\cho12\Downloads\Nextrise_IR\847_BeiJingDearAsia.zip,
2026-05-19T19:11:47.920158,20,10,846,success,C:\Users\cho12\Downloads\Nextrise_IR\846_BeijingTianjiIntelligenceCo.%2CLtd..zip,
2026-05-19T19:11:58.576937,21,1,845,success,C:\Users\cho12\Downloads\Nextrise_IR\845_bespark_bio.zip,
2026-05-19T19:12:03.406997,21,2,844,success,C:\Users\cho12\Downloads\Nextrise_IR\844_BetterFutureGroup.zip,
2026-05-19T19:12:08.446734,21,3,843,success,C:\Users\cho12\Downloads\Nextrise_IR\843_BIKI.zip,
2026-05-19T19:12:12.303262,21,4,842,success,C:\Users\cho12\Downloads\Nextrise_IR\842_BlackForestTechCo.%2CLtd.zip,
2026-05-19T19:12:16.215454,21,5,841,success,C:\Users\cho12\Downloads\Nextrise_IR\841_Blimp.zip,
2026-05-19T19:12:20.728509,21,6,840,success,C:\Users\cho12\Downloads\Nextrise_IR\840_BlueSignalInc.zip,
2026-05-19T19:12:25.199967,21,7,839,success,C:\Users\cho12\Downloads\Nextrise_IR\839_BOTTLESS.zip,
2026-05-19T19:12:28.906265,21,8,838,success,C:\Users\cho12\Downloads\Nextrise_IR\838_BUYCO-Containershippinglogistics%26management.zip,
2026-05-19T19:12:32.563661,21,9,837,success,C:\Users\cho12\Downloads\Nextrise_IR\837_CentrovisionCompanyLimited.zip,
2026-05-19T19:12:37.433852,21,10,836,success,C:\Users\cho12\Downloads\Nextrise_IR\836_ChosenDigitalCo.%2CLtd..zip,
2026-05-19T19:12:48.204814,22,1,835,success,C:\Users\cho12\Downloads\Nextrise_IR\835_CMMCGmbH.zip,
2026-05-19T19:12:52.073154,22,2,834,success,C:\Users\cho12\Downloads\Nextrise_IR\834_CoBALT.zip,
2026-05-19T19:12:57.530450,22,3,833,success,C:\Users\cho12\Downloads\Nextrise_IR\833_ConBoticsGmbH.zip,
2026-05-19T19:13:01.972686,22,4,832,success,C:\Users\cho12\Downloads\Nextrise_IR\832_CryptoQuantique.zip,
2026-05-19T19:13:06.944353,22,5,831,success,C:\Users\cho12\Downloads\Nextrise_IR\831_CubixAI.zip,
2026-05-19T19:13:12.323052,22,6,830,success,C:\Users\cho12\Downloads\Nextrise_IR\830_CVOA%2F씨보아.zip,
2026-05-19T19:13:16.314593,22,7,829,success,C:\Users\cho12\Downloads\Nextrise_IR\829_CyrenCare%2CInc..zip,
2026-05-19T19:13:21.942391,22,8,828,success,C:\Users\cho12\Downloads\Nextrise_IR\828_DigitalNutiritionCorp.(주식회사디지털뉴트리션).zip,
2026-05-19T19:13:28.210626,22,9,827,success,C:\Users\cho12\Downloads\Nextrise_IR\827_EASYSYSTEMCo.%2CLtd..zip,
2026-05-19T19:13:33.226879,22,10,826,success,C:\Users\cho12\Downloads\Nextrise_IR\826_EduShorts%2F에듀쇼츠.zip,
2026-05-19T19:13:44.676597,23,1,825,success,C:\Users\cho12\Downloads\Nextrise_IR\825_EduULearning%2CInc..zip,
2026-05-19T19:13:48.573783,23,2,824,success,C:\Users\cho12\Downloads\Nextrise_IR\824_EinsenInnovations.zip,
2026-05-19T19:13:54.495972,23,3,823,success,C:\Users\cho12\Downloads\Nextrise_IR\823_ElectricPowerConversionsAustralia.zip,
2026-05-19T19:13:59.374680,23,4,822,success,C:\Users\cho12\Downloads\Nextrise_IR\822_Entuple.zip,
2026-05-19T19:14:03.103397,23,5,821,success,C:\Users\cho12\Downloads\Nextrise_IR\821_ETELÄTÄRINNOVATIONOÜ.zip,
2026-05-19T19:14:08.005068,23,6,820,success,C:\Users\cho12\Downloads\Nextrise_IR\820_EUKO.zip,
2026-05-19T19:14:12.235798,23,7,819,success,C:\Users\cho12\Downloads\Nextrise_IR\819_FerroptoCureInc..zip,
2026-05-19T19:14:16.421914,23,8,818,success,C:\Users\cho12\Downloads\Nextrise_IR\818_find%2Cinc..zip,
2026-05-19T19:14:21.555514,23,9,817,success,C:\Users\cho12\Downloads\Nextrise_IR\817_FitSloth.zip,
2026-05-19T19:14:26.085527,23,10,816,success,C:\Users\cho12\Downloads\Nextrise_IR\816_FliptionInc플립션코리아.zip,
2026-05-19T19:14:35.926137,24,1,815,success,C:\Users\cho12\Downloads\Nextrise_IR\815_Foundry.zip,
2026-05-19T19:14:41.600907,24,2,814,success,C:\Users\cho12\Downloads\Nextrise_IR\814_FramtoInc..zip,
2026-05-19T19:14:50.371708,24,3,813,success,C:\Users\cho12\Downloads\Nextrise_IR\813_FuselageInnovations.zip,
2026-05-19T19:14:53.926461,24,4,812,success,C:\Users\cho12\Downloads\Nextrise_IR\812_GitHouse.zip,
2026-05-19T19:15:00.247644,24,5,811,success,C:\Users\cho12\Downloads\Nextrise_IR\811_GiztixCompanyLimited.zip,
2026-05-19T19:15:05.451500,24,6,810,success,C:\Users\cho12\Downloads\Nextrise_IR\810_GNB.zip,
2026-05-19T19:15:09.328545,24,7,809,success,C:\Users\cho12\Downloads\Nextrise_IR\809_GreenWhiteSolutionsLLC.zip,
2026-05-19T19:15:13.975683,24,8,808,success,C:\Users\cho12\Downloads\Nextrise_IR\808_Groundup.aiPteLtd.zip,
2026-05-19T19:15:17.826988,24,9,807,success,C:\Users\cho12\Downloads\Nextrise_IR\807_HempstaticGmbH.zip,
2026-05-19T19:15:22.225058,24,10,806,success,C:\Users\cho12\Downloads\Nextrise_IR\806_HEMT.zip,
2026-05-19T19:15:34.422610,25,1,805,success,C:\Users\cho12\Downloads\Nextrise_IR\805_HybridLidarSystems.zip,
2026-05-19T19:15:39.080281,25,2,804,success,C:\Users\cho12\Downloads\Nextrise_IR\804_IDBInc..zip,
2026-05-19T19:15:45.450413,25,3,803,success,C:\Users\cho12\Downloads\Nextrise_IR\803_IDOLLRobotics.zip,
2026-05-19T19:15:49.949208,25,4,802,success,C:\Users\cho12\Downloads\Nextrise_IR\802_iKala.zip,
2026-05-19T19:15:54.540329,25,5,801,success,C:\Users\cho12\Downloads\Nextrise_IR\801_iKalaInteractiveMediaInc..zip,
2026-05-19T19:15:59.096982,25,6,800,success,C:\Users\cho12\Downloads\Nextrise_IR\800_InBicInc.(인빅주식회사).zip,
2026-05-19T19:16:02.968679,25,7,799,success,C:\Users\cho12\Downloads\Nextrise_IR\799_InnotechVietnamCorporation.zip,
2026-05-19T19:16:06.984027,25,8,798,success,C:\Users\cho12\Downloads\Nextrise_IR\798_Inovat.zip,
2026-05-19T19:16:11.202221,25,9,797,success,C:\Users\cho12\Downloads\Nextrise_IR\797_InSilicoBio-Solutions.zip,
2026-05-19T19:16:16.073353,25,10,796,success,C:\Users\cho12\Downloads\Nextrise_IR\796_InZiv.zip,
2026-05-19T19:16:28.599951,26,1,795,success,C:\Users\cho12\Downloads\Nextrise_IR\795_IQMQuantumComputers.zip,
2026-05-19T19:16:34.249523,26,2,794,success,C:\Users\cho12\Downloads\Nextrise_IR\794_iqoocca.zip,
2026-05-19T19:16:38.241177,26,3,793,success,C:\Users\cho12\Downloads\Nextrise_IR\793_IRUBIS.zip,
2026-05-19T19:16:41.863822,26,4,792,success,C:\Users\cho12\Downloads\Nextrise_IR\792_J%26CBachmannGmbH.zip,
2026-05-19T19:16:46.419289,26,5,791,success,C:\Users\cho12\Downloads\Nextrise_IR\791_JC엔터프라이즈%2FJCEnterprise.zip,
2026-05-19T19:16:51.964070,26,6,790,success,C:\Users\cho12\Downloads\Nextrise_IR\790_JOYCLE.zip,
2026-05-19T19:16:55.733395,26,7,789,success,C:\Users\cho12\Downloads\Nextrise_IR\789_KABOBCLOUDINC..zip,
2026-05-19T19:17:01.442128,26,8,788,success,C:\Users\cho12\Downloads\Nextrise_IR\788_KAVILAB.zip,
2026-05-19T19:17:05.803708,26,9,787,success,C:\Users\cho12\Downloads\Nextrise_IR\787_KommerceInternationalCo.%2CLtd..zip,
2026-05-19T19:17:10.741706,26,10,786,success,C:\Users\cho12\Downloads\Nextrise_IR\786_KoreverCompany.zip,
2026-05-19T19:17:21.727424,27,1,785,success,C:\Users\cho12\Downloads\Nextrise_IR\785_labtomarketinc.zip,
2026-05-19T19:17:26.910559,27,2,784,success,C:\Users\cho12\Downloads\Nextrise_IR\784_LoopLabBio.zip,
2026-05-19T19:17:31.764781,27,3,783,success,C:\Users\cho12\Downloads\Nextrise_IR\783_LynXesInnovationKft..zip,
2026-05-19T19:17:37.893615,27,4,782,success,C:\Users\cho12\Downloads\Nextrise_IR\782_M3시스템즈%2FM3Systems.zip,
2026-05-19T19:17:41.452489,27,5,781,success,C:\Users\cho12\Downloads\Nextrise_IR\781_MagicHolicInc..zip,
2026-05-19T19:17:45.925053,27,6,780,success,C:\Users\cho12\Downloads\Nextrise_IR\780_MedicaretecCo.%2CLtd..zip,
2026-05-19T19:17:49.656066,27,7,779,success,C:\Users\cho12\Downloads\Nextrise_IR\779_MEDNAATHINC.zip,
2026-05-19T19:17:54.846090,27,8,778,success,C:\Users\cho12\Downloads\Nextrise_IR\778_MEMORYLABInc.zip,
2026-05-19T19:17:59.755559,27,9,777,success,C:\Users\cho12\Downloads\Nextrise_IR\777_MetAI.zip,
2026-05-19T19:18:04.168334,27,10,776,success,C:\Users\cho12\Downloads\Nextrise_IR\776_MGK.zip,
2026-05-19T19:18:15.274904,28,1,775,success,C:\Users\cho12\Downloads\Nextrise_IR\775_MingmangBeijingIntelligentTechnologyCompany.zip,
2026-05-19T19:18:19.421301,28,2,774,success,C:\Users\cho12\Downloads\Nextrise_IR\774_MOAGAJA.zip,
2026-05-19T19:18:23.724478,28,3,773,success,C:\Users\cho12\Downloads\Nextrise_IR\773_MONAInc.zip,
2026-05-19T19:18:27.966121,28,4,772,success,C:\Users\cho12\Downloads\Nextrise_IR\772_MYCL.zip,
2026-05-19T19:18:31.709990,28,5,771,success,C:\Users\cho12\Downloads\Nextrise_IR\771_Nano-TechS.p.A..zip,
2026-05-19T19:18:36.737334,28,6,770,success,C:\Users\cho12\Downloads\Nextrise_IR\770_NaraSpaceTechnology.zip,
2026-05-19T19:18:41.957587,28,7,769,success,C:\Users\cho12\Downloads\Nextrise_IR\769_NewPhotonics.zip,
2026-05-19T19:18:46.558722,28,8,768,success,C:\Users\cho12\Downloads\Nextrise_IR\768_Nexiam.zip,
2026-05-19T19:18:50.761245,28,9,767,success,C:\Users\cho12\Downloads\Nextrise_IR\767_ODINEnergy.zip,
2026-05-19T19:18:54.990816,28,10,766,success,C:\Users\cho12\Downloads\Nextrise_IR\766_OmniaMed.zip,
2026-05-19T19:19:07.411711,29,1,765,success,C:\Users\cho12\Downloads\Nextrise_IR\765_OneMoreSecurity.zip,
2026-05-19T19:19:13.450771,29,2,764,success,C:\Users\cho12\Downloads\Nextrise_IR\764_P%26CSOLUTION%2F피앤씨솔루션.zip,
2026-05-19T19:19:19.595068,29,3,763,success,C:\Users\cho12\Downloads\Nextrise_IR\763_P2JCo.%2CLtd..zip,
2026-05-19T19:19:24.506675,29,4,762,success,C:\Users\cho12\Downloads\Nextrise_IR\762_PaymentwallInc..zip,
2026-05-19T19:19:29.715002,29,5,761,success,C:\Users\cho12\Downloads\Nextrise_IR\761_PETCH.zip,
2026-05-19T19:19:35.382477,29,6,760,success,C:\Users\cho12\Downloads\Nextrise_IR\760_Pettineecorporation.Co.%2CLtd..zip,
2026-05-19T19:19:40.834230,29,7,759,success,C:\Users\cho12\Downloads\Nextrise_IR\759_PIKAICorporation.zip,
2026-05-19T19:19:44.568568,29,8,758,success,C:\Users\cho12\Downloads\Nextrise_IR\758_PintaAI.zip,
2026-05-19T19:19:49.604806,29,9,757,success,C:\Users\cho12\Downloads\Nextrise_IR\757_Plabiologics.zip,
2026-05-19T19:19:53.233219,29,10,756,success,C:\Users\cho12\Downloads\Nextrise_IR\756_PlaniswareKoreaLLC.zip,
2026-05-19T19:20:05.466446,30,1,755,success,C:\Users\cho12\Downloads\Nextrise_IR\755_PlasmaKineticsCorporation.zip,
2026-05-19T19:20:08.948731,30,2,754,success,C:\Users\cho12\Downloads\Nextrise_IR\754_PlusBlocksTechnology.zip,
2026-05-19T19:20:12.789133,30,3,753,success,C:\Users\cho12\Downloads\Nextrise_IR\753_PRDTherapeutics%2CInc..zip,
2026-05-19T19:20:18.838718,30,4,752,success,C:\Users\cho12\Downloads\Nextrise_IR\752_PROTOTIE.zip,
2026-05-19T19:20:23.079299,30,5,751,success,C:\Users\cho12\Downloads\Nextrise_IR\751_PulseMeetup.zip,
2026-05-19T19:20:27.814675,30,6,750,success,C:\Users\cho12\Downloads\Nextrise_IR\750_PYLER%2F파일러.zip,
2026-05-19T19:20:31.858611,30,7,749,success,C:\Users\cho12\Downloads\Nextrise_IR\749_QuikBotTechnologies.zip,
2026-05-19T19:20:38.792184,30,8,748,success,C:\Users\cho12\Downloads\Nextrise_IR\748_R2C컴퍼니%2FRtoCCompany.zip,
2026-05-19T19:20:43.366676,30,9,747,success,C:\Users\cho12\Downloads\Nextrise_IR\747_RecycleLedger.zip,
2026-05-19T19:20:49.837376,30,10,746,success,C:\Users\cho12\Downloads\Nextrise_IR\746_Riibotics.zip,
